frequency,ecsFile,variable,value
74000,6dB_maxComp,majorAxisBeamWidth,6.311
75000,6dB_maxComp,majorAxisBeamWidth,6.194
76000,6dB_maxComp,majorAxisBeamWidth,6.114
77000,6dB_maxComp,majorAxisBeamWidth,6.036
78000,6dB_maxComp,majorAxisBeamWidth,5.958
79000,6dB_maxComp,majorAxisBeamWidth,5.877
80000,6dB_maxComp,majorAxisBeamWidth,5.773
81000,6dB_maxComp,majorAxisBeamWidth,5.662
82000,6dB_maxComp,majorAxisBeamWidth,5.571
83000,6dB_maxComp,majorAxisBeamWidth,5.501
84000,6dB_maxComp,majorAxisBeamWidth,5.432
85000,6dB_maxComp,majorAxisBeamWidth,5.367
94000,6dB_maxComp,majorAxisBeamWidth,8.683
95000,6dB_maxComp,majorAxisBeamWidth,8.587
96000,6dB_maxComp,majorAxisBeamWidth,8.408
97000,6dB_maxComp,majorAxisBeamWidth,8.269
98000,6dB_maxComp,majorAxisBeamWidth,8.176
99000,6dB_maxComp,majorAxisBeamWidth,7.949
100000,6dB_maxComp,majorAxisBeamWidth,7.706
101000,6dB_maxComp,majorAxisBeamWidth,7.684
102000,6dB_maxComp,majorAxisBeamWidth,7.787
103000,6dB_maxComp,majorAxisBeamWidth,7.809
104000,6dB_maxComp,majorAxisBeamWidth,7.529
105000,6dB_maxComp,majorAxisBeamWidth,7.366
106000,6dB_maxComp,majorAxisBeamWidth,7.301
107000,6dB_maxComp,majorAxisBeamWidth,7.257
108000,6dB_maxComp,majorAxisBeamWidth,7.242
109000,6dB_maxComp,majorAxisBeamWidth,7.322
110000,6dB_maxComp,majorAxisBeamWidth,7.387
111000,6dB_maxComp,majorAxisBeamWidth,7.291
112000,6dB_maxComp,majorAxisBeamWidth,7.243
113000,6dB_maxComp,majorAxisBeamWidth,7.419
114000,6dB_maxComp,majorAxisBeamWidth,7.643
118000,6dB_maxComp,majorAxisBeamWidth,7.009
119000,6dB_maxComp,majorAxisBeamWidth,6.89
120000,6dB_maxComp,majorAxisBeamWidth,6.907
121000,6dB_maxComp,majorAxisBeamWidth,6.89
122000,6dB_maxComp,majorAxisBeamWidth,6.763
123000,6dB_maxComp,majorAxisBeamWidth,6.714
124000,6dB_maxComp,majorAxisBeamWidth,6.766
125000,6dB_maxComp,majorAxisBeamWidth,6.721
126000,6dB_maxComp,majorAxisBeamWidth,6.624
127000,6dB_maxComp,majorAxisBeamWidth,6.615
128000,6dB_maxComp,majorAxisBeamWidth,6.595
129000,6dB_maxComp,majorAxisBeamWidth,6.449
130000,6dB_maxComp,majorAxisBeamWidth,6.347
131000,6dB_maxComp,majorAxisBeamWidth,6.395
138000,6dB_maxComp,majorAxisBeamWidth,5.776
139000,6dB_maxComp,majorAxisBeamWidth,5.701
140000,6dB_maxComp,majorAxisBeamWidth,5.678
141000,6dB_maxComp,majorAxisBeamWidth,5.667
142000,6dB_maxComp,majorAxisBeamWidth,5.646
143000,6dB_maxComp,majorAxisBeamWidth,5.594
144000,6dB_maxComp,majorAxisBeamWidth,5.514
145000,6dB_maxComp,majorAxisBeamWidth,5.451
146000,6dB_maxComp,majorAxisBeamWidth,5.445
147000,6dB_maxComp,majorAxisBeamWidth,5.479
148000,6dB_maxComp,majorAxisBeamWidth,5.485
149000,6dB_maxComp,majorAxisBeamWidth,5.422
150000,6dB_maxComp,majorAxisBeamWidth,5.344
151000,6dB_maxComp,majorAxisBeamWidth,5.339
152000,6dB_maxComp,majorAxisBeamWidth,5.393
153000,6dB_maxComp,majorAxisBeamWidth,5.416
154000,6dB_maxComp,majorAxisBeamWidth,5.343
155000,6dB_maxComp,majorAxisBeamWidth,5.236
156000,6dB_maxComp,majorAxisBeamWidth,5.174
157000,6dB_maxComp,majorAxisBeamWidth,5.141
158000,6dB_maxComp,majorAxisBeamWidth,5.093
159000,6dB_maxComp,majorAxisBeamWidth,5.032
160000,6dB_maxComp,majorAxisBeamWidth,4.979
161000,6dB_maxComp,majorAxisBeamWidth,4.931
162000,6dB_maxComp,majorAxisBeamWidth,4.885
163000,6dB_maxComp,majorAxisBeamWidth,4.856
167000,6dB_maxComp,majorAxisBeamWidth,4.824
168000,6dB_maxComp,majorAxisBeamWidth,4.817
169000,6dB_maxComp,majorAxisBeamWidth,4.837
170000,6dB_maxComp,majorAxisBeamWidth,4.961
176000,6dB_maxComp,majorAxisBeamWidth,8.019
177000,6dB_maxComp,majorAxisBeamWidth,7.832
178000,6dB_maxComp,majorAxisBeamWidth,7.8
179000,6dB_maxComp,majorAxisBeamWidth,8.111
180000,6dB_maxComp,majorAxisBeamWidth,8.037
181000,6dB_maxComp,majorAxisBeamWidth,7.483
182000,6dB_maxComp,majorAxisBeamWidth,7.339
183000,6dB_maxComp,majorAxisBeamWidth,7.689
184000,6dB_maxComp,majorAxisBeamWidth,7.968
185000,6dB_maxComp,majorAxisBeamWidth,7.648
186000,6dB_maxComp,majorAxisBeamWidth,7.44
187000,6dB_maxComp,majorAxisBeamWidth,7.561
188000,6dB_maxComp,majorAxisBeamWidth,7.573
189000,6dB_maxComp,majorAxisBeamWidth,7.299
190000,6dB_maxComp,majorAxisBeamWidth,7.303
191000,6dB_maxComp,majorAxisBeamWidth,7.489
192000,6dB_maxComp,majorAxisBeamWidth,7.396
193000,6dB_maxComp,majorAxisBeamWidth,7.119
194000,6dB_maxComp,majorAxisBeamWidth,7.092
195000,6dB_maxComp,majorAxisBeamWidth,7.147
196000,6dB_maxComp,majorAxisBeamWidth,7.02
197000,6dB_maxComp,majorAxisBeamWidth,6.896
198000,6dB_maxComp,majorAxisBeamWidth,6.907
199000,6dB_maxComp,majorAxisBeamWidth,6.851
200000,6dB_maxComp,majorAxisBeamWidth,6.624
201000,6dB_maxComp,majorAxisBeamWidth,6.482
202000,6dB_maxComp,majorAxisBeamWidth,6.603
203000,6dB_maxComp,majorAxisBeamWidth,6.654
204000,6dB_maxComp,majorAxisBeamWidth,6.403
205000,6dB_maxComp,majorAxisBeamWidth,6.198
206000,6dB_maxComp,majorAxisBeamWidth,6.278
212000,6dB_maxComp,majorAxisBeamWidth,6.135
213000,6dB_maxComp,majorAxisBeamWidth,6.012
214000,6dB_maxComp,majorAxisBeamWidth,6.018
215000,6dB_maxComp,majorAxisBeamWidth,6.075
216000,6dB_maxComp,majorAxisBeamWidth,6.087
217000,6dB_maxComp,majorAxisBeamWidth,6.079
218000,6dB_maxComp,majorAxisBeamWidth,6.028
219000,6dB_maxComp,majorAxisBeamWidth,5.897
220000,6dB_maxComp,majorAxisBeamWidth,5.757
221000,6dB_maxComp,majorAxisBeamWidth,5.7
222000,6dB_maxComp,majorAxisBeamWidth,5.672
223000,6dB_maxComp,majorAxisBeamWidth,5.63
224000,6dB_maxComp,majorAxisBeamWidth,5.644
225000,6dB_maxComp,majorAxisBeamWidth,5.73
226000,6dB_maxComp,majorAxisBeamWidth,5.731
227000,6dB_maxComp,majorAxisBeamWidth,5.675
228000,6dB_maxComp,majorAxisBeamWidth,5.672
229000,6dB_maxComp,majorAxisBeamWidth,5.704
230000,6dB_maxComp,majorAxisBeamWidth,5.683
231000,6dB_maxComp,majorAxisBeamWidth,5.612
232000,6dB_maxComp,majorAxisBeamWidth,5.554
233000,6dB_maxComp,majorAxisBeamWidth,5.514
234000,6dB_maxComp,majorAxisBeamWidth,5.484
235000,6dB_maxComp,majorAxisBeamWidth,5.478
236000,6dB_maxComp,majorAxisBeamWidth,5.483
237000,6dB_maxComp,majorAxisBeamWidth,5.463
238000,6dB_maxComp,majorAxisBeamWidth,5.417
239000,6dB_maxComp,majorAxisBeamWidth,5.354
240000,6dB_maxComp,majorAxisBeamWidth,5.263
241000,6dB_maxComp,majorAxisBeamWidth,5.165
247000,6dB_maxComp,majorAxisBeamWidth,4.893
248000,6dB_maxComp,majorAxisBeamWidth,4.818
249000,6dB_maxComp,majorAxisBeamWidth,4.787
250000,6dB_maxComp,majorAxisBeamWidth,4.778
251000,6dB_maxComp,majorAxisBeamWidth,4.779
252000,6dB_maxComp,majorAxisBeamWidth,4.755
253000,6dB_maxComp,majorAxisBeamWidth,4.71
254000,6dB_maxComp,majorAxisBeamWidth,4.655
255000,6dB_maxComp,majorAxisBeamWidth,4.605
256000,6dB_maxComp,majorAxisBeamWidth,4.58
257000,6dB_maxComp,majorAxisBeamWidth,4.562
258000,6dB_maxComp,majorAxisBeamWidth,4.53
259000,6dB_maxComp,majorAxisBeamWidth,4.539
260000,6dB_maxComp,majorAxisBeamWidth,4.62
45000,6dB_maxComp,RMSE_dB,0.4883
46000,6dB_maxComp,RMSE_dB,0.3288
47000,6dB_maxComp,RMSE_dB,0.3441
48000,6dB_maxComp,RMSE_dB,0.37
49000,6dB_maxComp,RMSE_dB,0.3727
50000,6dB_maxComp,RMSE_dB,0.3401
51000,6dB_maxComp,RMSE_dB,0.317
52000,6dB_maxComp,RMSE_dB,0.3052
53000,6dB_maxComp,RMSE_dB,0.3068
54000,6dB_maxComp,RMSE_dB,0.2929
55000,6dB_maxComp,RMSE_dB,0.2694
56000,6dB_maxComp,RMSE_dB,0.2633
57000,6dB_maxComp,RMSE_dB,0.2605
58000,6dB_maxComp,RMSE_dB,0.251
59000,6dB_maxComp,RMSE_dB,0.2538
60000,6dB_maxComp,RMSE_dB,0.2523
61000,6dB_maxComp,RMSE_dB,0.2421
62000,6dB_maxComp,RMSE_dB,0.2478
63000,6dB_maxComp,RMSE_dB,0.2504
64000,6dB_maxComp,RMSE_dB,0.2543
65000,6dB_maxComp,RMSE_dB,0.2726
66000,6dB_maxComp,RMSE_dB,0.2669
67000,6dB_maxComp,RMSE_dB,0.2584
68000,6dB_maxComp,RMSE_dB,0.268
69000,6dB_maxComp,RMSE_dB,0.2896
70000,6dB_maxComp,RMSE_dB,0.2884
71000,6dB_maxComp,RMSE_dB,0.2798
72000,6dB_maxComp,RMSE_dB,0.287
73000,6dB_maxComp,RMSE_dB,0.3136
74000,6dB_maxComp,RMSE_dB,0.3314
75000,6dB_maxComp,RMSE_dB,0.3296
76000,6dB_maxComp,RMSE_dB,0.326
77000,6dB_maxComp,RMSE_dB,0.3214
78000,6dB_maxComp,RMSE_dB,0.3346
79000,6dB_maxComp,RMSE_dB,0.3571
80000,6dB_maxComp,RMSE_dB,0.3751
81000,6dB_maxComp,RMSE_dB,0.4144
82000,6dB_maxComp,RMSE_dB,0.506
83000,6dB_maxComp,RMSE_dB,0.4502
84000,6dB_maxComp,RMSE_dB,0.3866
85000,6dB_maxComp,RMSE_dB,0.3784
94000,6dB_maxComp,RMSE_dB,0.388
95000,6dB_maxComp,RMSE_dB,0.37
96000,6dB_maxComp,RMSE_dB,0.3869
97000,6dB_maxComp,RMSE_dB,0.3967
98000,6dB_maxComp,RMSE_dB,0.3894
99000,6dB_maxComp,RMSE_dB,0.5954
100000,6dB_maxComp,RMSE_dB,0.5248
101000,6dB_maxComp,RMSE_dB,0.5431
102000,6dB_maxComp,RMSE_dB,0.5543
103000,6dB_maxComp,RMSE_dB,0.481
104000,6dB_maxComp,RMSE_dB,0.6371
105000,6dB_maxComp,RMSE_dB,0.4624
106000,6dB_maxComp,RMSE_dB,0.4978
107000,6dB_maxComp,RMSE_dB,0.4774
108000,6dB_maxComp,RMSE_dB,0.4575
109000,6dB_maxComp,RMSE_dB,0.4575
110000,6dB_maxComp,RMSE_dB,0.4424
111000,6dB_maxComp,RMSE_dB,0.4162
112000,6dB_maxComp,RMSE_dB,0.381
113000,6dB_maxComp,RMSE_dB,0.3644
114000,6dB_maxComp,RMSE_dB,0.3499
118000,6dB_maxComp,RMSE_dB,0.3357
119000,6dB_maxComp,RMSE_dB,0.3316
120000,6dB_maxComp,RMSE_dB,0.3277
121000,6dB_maxComp,RMSE_dB,0.3165
122000,6dB_maxComp,RMSE_dB,0.3291
123000,6dB_maxComp,RMSE_dB,0.3324
124000,6dB_maxComp,RMSE_dB,0.3204
125000,6dB_maxComp,RMSE_dB,0.3251
126000,6dB_maxComp,RMSE_dB,0.3329
127000,6dB_maxComp,RMSE_dB,0.339
128000,6dB_maxComp,RMSE_dB,0.3339
129000,6dB_maxComp,RMSE_dB,0.3421
130000,6dB_maxComp,RMSE_dB,0.3455
131000,6dB_maxComp,RMSE_dB,0.3403
138000,6dB_maxComp,RMSE_dB,0.4224
139000,6dB_maxComp,RMSE_dB,0.416
140000,6dB_maxComp,RMSE_dB,0.4137
141000,6dB_maxComp,RMSE_dB,0.4093
142000,6dB_maxComp,RMSE_dB,0.4057
143000,6dB_maxComp,RMSE_dB,0.4082
144000,6dB_maxComp,RMSE_dB,0.4145
145000,6dB_maxComp,RMSE_dB,0.4109
146000,6dB_maxComp,RMSE_dB,0.4061
147000,6dB_maxComp,RMSE_dB,0.4081
148000,6dB_maxComp,RMSE_dB,0.4052
149000,6dB_maxComp,RMSE_dB,0.4156
150000,6dB_maxComp,RMSE_dB,0.4479
151000,6dB_maxComp,RMSE_dB,0.4574
152000,6dB_maxComp,RMSE_dB,0.4434
153000,6dB_maxComp,RMSE_dB,0.4611
154000,6dB_maxComp,RMSE_dB,0.4931
155000,6dB_maxComp,RMSE_dB,0.483
156000,6dB_maxComp,RMSE_dB,0.4619
157000,6dB_maxComp,RMSE_dB,0.4637
158000,6dB_maxComp,RMSE_dB,0.48
159000,6dB_maxComp,RMSE_dB,0.4766
160000,6dB_maxComp,RMSE_dB,0.4735
161000,6dB_maxComp,RMSE_dB,0.4857
162000,6dB_maxComp,RMSE_dB,0.4907
163000,6dB_maxComp,RMSE_dB,0.4785
167000,6dB_maxComp,RMSE_dB,0.5233
168000,6dB_maxComp,RMSE_dB,0.5697
169000,6dB_maxComp,RMSE_dB,0.6646
170000,6dB_maxComp,RMSE_dB,0.6539
176000,6dB_maxComp,RMSE_dB,0.7388
177000,6dB_maxComp,RMSE_dB,0.7591
178000,6dB_maxComp,RMSE_dB,0.8562
179000,6dB_maxComp,RMSE_dB,1.1316
180000,6dB_maxComp,RMSE_dB,1.2404
181000,6dB_maxComp,RMSE_dB,0.989
182000,6dB_maxComp,RMSE_dB,0.9186
183000,6dB_maxComp,RMSE_dB,0.9013
184000,6dB_maxComp,RMSE_dB,0.9461
185000,6dB_maxComp,RMSE_dB,0.9815
186000,6dB_maxComp,RMSE_dB,1.0436
187000,6dB_maxComp,RMSE_dB,1.2865
188000,6dB_maxComp,RMSE_dB,1.5859
189000,6dB_maxComp,RMSE_dB,1.5083
190000,6dB_maxComp,RMSE_dB,1.3033
191000,6dB_maxComp,RMSE_dB,1.2228
192000,6dB_maxComp,RMSE_dB,1.1851
193000,6dB_maxComp,RMSE_dB,1.1023
194000,6dB_maxComp,RMSE_dB,0.9462
195000,6dB_maxComp,RMSE_dB,0.8151
196000,6dB_maxComp,RMSE_dB,0.7387
197000,6dB_maxComp,RMSE_dB,0.6936
198000,6dB_maxComp,RMSE_dB,0.6752
199000,6dB_maxComp,RMSE_dB,0.6877
200000,6dB_maxComp,RMSE_dB,0.6707
201000,6dB_maxComp,RMSE_dB,0.6593
202000,6dB_maxComp,RMSE_dB,0.6347
203000,6dB_maxComp,RMSE_dB,0.6303
204000,6dB_maxComp,RMSE_dB,0.6455
205000,6dB_maxComp,RMSE_dB,0.6613
206000,6dB_maxComp,RMSE_dB,0.6678
212000,6dB_maxComp,RMSE_dB,0.7504
213000,6dB_maxComp,RMSE_dB,0.7496
214000,6dB_maxComp,RMSE_dB,0.736
215000,6dB_maxComp,RMSE_dB,0.7361
216000,6dB_maxComp,RMSE_dB,0.7519
217000,6dB_maxComp,RMSE_dB,0.7541
218000,6dB_maxComp,RMSE_dB,0.7487
219000,6dB_maxComp,RMSE_dB,0.7652
220000,6dB_maxComp,RMSE_dB,0.7975
221000,6dB_maxComp,RMSE_dB,0.8184
222000,6dB_maxComp,RMSE_dB,0.8284
223000,6dB_maxComp,RMSE_dB,0.8442
224000,6dB_maxComp,RMSE_dB,0.8569
225000,6dB_maxComp,RMSE_dB,0.8374
226000,6dB_maxComp,RMSE_dB,0.8139
227000,6dB_maxComp,RMSE_dB,0.8094
228000,6dB_maxComp,RMSE_dB,0.807
229000,6dB_maxComp,RMSE_dB,0.8038
230000,6dB_maxComp,RMSE_dB,0.8058
231000,6dB_maxComp,RMSE_dB,0.8085
232000,6dB_maxComp,RMSE_dB,0.8101
233000,6dB_maxComp,RMSE_dB,0.8152
234000,6dB_maxComp,RMSE_dB,0.8243
235000,6dB_maxComp,RMSE_dB,0.8284
236000,6dB_maxComp,RMSE_dB,0.8353
237000,6dB_maxComp,RMSE_dB,0.8544
238000,6dB_maxComp,RMSE_dB,0.8731
239000,6dB_maxComp,RMSE_dB,0.8826
240000,6dB_maxComp,RMSE_dB,0.9025
241000,6dB_maxComp,RMSE_dB,0.9602
247000,6dB_maxComp,RMSE_dB,1.1493
248000,6dB_maxComp,RMSE_dB,1.1661
249000,6dB_maxComp,RMSE_dB,1.1608
250000,6dB_maxComp,RMSE_dB,1.1607
251000,6dB_maxComp,RMSE_dB,1.179
252000,6dB_maxComp,RMSE_dB,1.1953
253000,6dB_maxComp,RMSE_dB,1.1978
254000,6dB_maxComp,RMSE_dB,1.2177
255000,6dB_maxComp,RMSE_dB,1.2528
256000,6dB_maxComp,RMSE_dB,1.2724
257000,6dB_maxComp,RMSE_dB,1.282
258000,6dB_maxComp,RMSE_dB,1.297
259000,6dB_maxComp,RMSE_dB,1.3168
260000,6dB_maxComp,RMSE_dB,1.3297
45000,35dB_maxComp,gain,26.8399
46000,35dB_maxComp,gain,27.6841
47000,35dB_maxComp,gain,28.0046
48000,35dB_maxComp,gain,27.8516
49000,35dB_maxComp,gain,27.5607
50000,35dB_maxComp,gain,27.2789
51000,35dB_maxComp,gain,27.1275
52000,35dB_maxComp,gain,27.0725
53000,35dB_maxComp,gain,27.0003
54000,35dB_maxComp,gain,26.9676
55000,35dB_maxComp,gain,27.0301
56000,35dB_maxComp,gain,27.1041
57000,35dB_maxComp,gain,27.1321
58000,35dB_maxComp,gain,27.1826
59000,35dB_maxComp,gain,27.3199
60000,35dB_maxComp,gain,27.4391
61000,35dB_maxComp,gain,27.4651
62000,35dB_maxComp,gain,27.4976
63000,35dB_maxComp,gain,27.5891
64000,35dB_maxComp,gain,27.667
65000,35dB_maxComp,gain,27.6665
66000,35dB_maxComp,gain,27.6954
67000,35dB_maxComp,gain,27.7551
68000,35dB_maxComp,gain,27.7532
69000,35dB_maxComp,gain,27.7184
70000,35dB_maxComp,gain,27.6873
71000,35dB_maxComp,gain,27.6528
72000,35dB_maxComp,gain,27.6348
73000,35dB_maxComp,gain,27.6339
74000,35dB_maxComp,gain,27.6127
75000,35dB_maxComp,gain,27.5614
76000,35dB_maxComp,gain,27.5319
77000,35dB_maxComp,gain,27.5319
78000,35dB_maxComp,gain,27.5248
79000,35dB_maxComp,gain,27.5144
80000,35dB_maxComp,gain,27.5147
81000,35dB_maxComp,gain,27.5243
82000,35dB_maxComp,gain,27.5531
83000,35dB_maxComp,gain,27.6283
84000,35dB_maxComp,gain,27.7459
85000,35dB_maxComp,gain,27.8148
94000,35dB_maxComp,gain,27.6476
95000,35dB_maxComp,gain,27.2983
96000,35dB_maxComp,gain,27.0554
97000,35dB_maxComp,gain,27.0802
98000,35dB_maxComp,gain,27.0747
99000,35dB_maxComp,gain,26.879
100000,35dB_maxComp,gain,26.7869
101000,35dB_maxComp,gain,26.9136
102000,35dB_maxComp,gain,26.8986
103000,35dB_maxComp,gain,26.7303
104000,35dB_maxComp,gain,26.6738
105000,35dB_maxComp,gain,26.7269
106000,35dB_maxComp,gain,26.6725
107000,35dB_maxComp,gain,26.612
108000,35dB_maxComp,gain,26.7615
109000,35dB_maxComp,gain,26.7721
110000,35dB_maxComp,gain,26.5977
111000,35dB_maxComp,gain,26.6736
112000,35dB_maxComp,gain,26.8813
113000,35dB_maxComp,gain,26.7233
114000,35dB_maxComp,gain,26.3945
118000,35dB_maxComp,gain,26.9508
119000,35dB_maxComp,gain,26.8297
120000,35dB_maxComp,gain,26.7732
121000,35dB_maxComp,gain,26.9016
122000,35dB_maxComp,gain,26.9865
123000,35dB_maxComp,gain,26.8997
124000,35dB_maxComp,gain,26.8788
125000,35dB_maxComp,gain,27.0397
126000,35dB_maxComp,gain,27.0705
127000,35dB_maxComp,gain,26.9243
128000,35dB_maxComp,gain,26.9558
129000,35dB_maxComp,gain,27.1297
130000,35dB_maxComp,gain,27.0571
131000,35dB_maxComp,gain,26.8919
138000,35dB_maxComp,gain,27.0433
139000,35dB_maxComp,gain,26.7751
140000,35dB_maxComp,gain,26.45
141000,35dB_maxComp,gain,26.285
142000,35dB_maxComp,gain,26.0012
143000,35dB_maxComp,gain,26.0758
144000,35dB_maxComp,gain,26.2664
145000,35dB_maxComp,gain,26.3283
146000,35dB_maxComp,gain,26.191
147000,35dB_maxComp,gain,26.0543
148000,35dB_maxComp,gain,26.0536
149000,35dB_maxComp,gain,26.026
150000,35dB_maxComp,gain,25.9499
151000,35dB_maxComp,gain,25.9885
152000,35dB_maxComp,gain,26.0565
153000,35dB_maxComp,gain,26.05
154000,35dB_maxComp,gain,26.0948
155000,35dB_maxComp,gain,26.2197
156000,35dB_maxComp,gain,26.3302
157000,35dB_maxComp,gain,26.4518
158000,35dB_maxComp,gain,26.5844
159000,35dB_maxComp,gain,26.7223
160000,35dB_maxComp,gain,26.9559
161000,35dB_maxComp,gain,27.2527
162000,35dB_maxComp,gain,27.2817
163000,35dB_maxComp,gain,27.165
167000,35dB_maxComp,gain,27.4796
168000,35dB_maxComp,gain,26.8559
169000,35dB_maxComp,gain,26.3216
170000,35dB_maxComp,gain,26.3885
176000,35dB_maxComp,gain,26.3958
177000,35dB_maxComp,gain,26.6286
178000,35dB_maxComp,gain,26.5942
179000,35dB_maxComp,gain,26.4159
180000,35dB_maxComp,gain,26.3808
181000,35dB_maxComp,gain,26.5872
182000,35dB_maxComp,gain,26.6592
183000,35dB_maxComp,gain,26.6484
184000,35dB_maxComp,gain,26.7603
185000,35dB_maxComp,gain,26.8896
186000,35dB_maxComp,gain,26.7188
187000,35dB_maxComp,gain,26.2162
188000,35dB_maxComp,gain,25.7957
189000,35dB_maxComp,gain,25.9495
190000,35dB_maxComp,gain,26.2597
191000,35dB_maxComp,gain,26.4092
192000,35dB_maxComp,gain,26.483
193000,35dB_maxComp,gain,26.6361
194000,35dB_maxComp,gain,26.8431
195000,35dB_maxComp,gain,27.0763
196000,35dB_maxComp,gain,27.3162
197000,35dB_maxComp,gain,27.5486
198000,35dB_maxComp,gain,27.7552
199000,35dB_maxComp,gain,27.8642
200000,35dB_maxComp,gain,27.818
201000,35dB_maxComp,gain,27.6851
202000,35dB_maxComp,gain,27.6345
203000,35dB_maxComp,gain,27.7339
204000,35dB_maxComp,gain,27.8628
205000,35dB_maxComp,gain,27.9649
206000,35dB_maxComp,gain,28.0852
212000,35dB_maxComp,gain,27.9249
213000,35dB_maxComp,gain,27.8162
214000,35dB_maxComp,gain,27.8893
215000,35dB_maxComp,gain,28.0123
216000,35dB_maxComp,gain,27.9031
217000,35dB_maxComp,gain,27.8102
218000,35dB_maxComp,gain,27.985
219000,35dB_maxComp,gain,28.1325
220000,35dB_maxComp,gain,28.0997
221000,35dB_maxComp,gain,28.2232
222000,35dB_maxComp,gain,28.4388
223000,35dB_maxComp,gain,28.3106
224000,35dB_maxComp,gain,27.9975
225000,35dB_maxComp,gain,27.5877
226000,35dB_maxComp,gain,27.8074
227000,35dB_maxComp,gain,28.2979
228000,35dB_maxComp,gain,28.2954
229000,35dB_maxComp,gain,28.1459
230000,35dB_maxComp,gain,28.1093
231000,35dB_maxComp,gain,28.158
232000,35dB_maxComp,gain,28.229
233000,35dB_maxComp,gain,28.2708
234000,35dB_maxComp,gain,28.2602
235000,35dB_maxComp,gain,28.2626
236000,35dB_maxComp,gain,28.2691
237000,35dB_maxComp,gain,28.1881
238000,35dB_maxComp,gain,28.1125
239000,35dB_maxComp,gain,28.1672
240000,35dB_maxComp,gain,28.1735
241000,35dB_maxComp,gain,28.069
247000,35dB_maxComp,gain,26.4111
248000,35dB_maxComp,gain,26.4871
249000,35dB_maxComp,gain,26.4317
250000,35dB_maxComp,gain,26.2328
251000,35dB_maxComp,gain,25.8569
252000,35dB_maxComp,gain,25.554
253000,35dB_maxComp,gain,25.4502
254000,35dB_maxComp,gain,25.3086
255000,35dB_maxComp,gain,25.1159
256000,35dB_maxComp,gain,24.9183
257000,35dB_maxComp,gain,24.6968
258000,35dB_maxComp,gain,24.371
259000,35dB_maxComp,gain,24.0219
260000,35dB_maxComp,gain,23.8811
45000,35dB_maxComp,minorAxisAngleOffset,0.126
46000,35dB_maxComp,minorAxisAngleOffset,0.119
47000,35dB_maxComp,minorAxisAngleOffset,0.096
48000,35dB_maxComp,minorAxisAngleOffset,0.049
49000,35dB_maxComp,minorAxisAngleOffset,0.019
50000,35dB_maxComp,minorAxisAngleOffset,0.006
51000,35dB_maxComp,minorAxisAngleOffset,-0.008
52000,35dB_maxComp,minorAxisAngleOffset,-0.019
53000,35dB_maxComp,minorAxisAngleOffset,-0.023
54000,35dB_maxComp,minorAxisAngleOffset,-0.022
55000,35dB_maxComp,minorAxisAngleOffset,-0.021
56000,35dB_maxComp,minorAxisAngleOffset,-0.015
57000,35dB_maxComp,minorAxisAngleOffset,-0.009
58000,35dB_maxComp,minorAxisAngleOffset,-0.007
59000,35dB_maxComp,minorAxisAngleOffset,-0.013
60000,35dB_maxComp,minorAxisAngleOffset,-0.014
61000,35dB_maxComp,minorAxisAngleOffset,-0.009
62000,35dB_maxComp,minorAxisAngleOffset,-0.007
63000,35dB_maxComp,minorAxisAngleOffset,-0.006
64000,35dB_maxComp,minorAxisAngleOffset,-0.003
65000,35dB_maxComp,minorAxisAngleOffset,-0.001
66000,35dB_maxComp,minorAxisAngleOffset,-0.007
67000,35dB_maxComp,minorAxisAngleOffset,-0.012
68000,35dB_maxComp,minorAxisAngleOffset,-0.01
69000,35dB_maxComp,minorAxisAngleOffset,-0.005
70000,35dB_maxComp,minorAxisAngleOffset,-0.006
71000,35dB_maxComp,minorAxisAngleOffset,-0.007
72000,35dB_maxComp,minorAxisAngleOffset,-0.004
73000,35dB_maxComp,minorAxisAngleOffset,0.002
74000,35dB_maxComp,minorAxisAngleOffset,0.003
75000,35dB_maxComp,minorAxisAngleOffset,0.002
76000,35dB_maxComp,minorAxisAngleOffset,0.002
77000,35dB_maxComp,minorAxisAngleOffset,0.005
78000,35dB_maxComp,minorAxisAngleOffset,0.006
79000,35dB_maxComp,minorAxisAngleOffset,0.007
80000,35dB_maxComp,minorAxisAngleOffset,0.01
81000,35dB_maxComp,minorAxisAngleOffset,0.014
82000,35dB_maxComp,minorAxisAngleOffset,0.015
83000,35dB_maxComp,minorAxisAngleOffset,0.019
84000,35dB_maxComp,minorAxisAngleOffset,0.028
85000,35dB_maxComp,minorAxisAngleOffset,0.036
94000,35dB_maxComp,minorAxisAngleOffset,0.063
95000,35dB_maxComp,minorAxisAngleOffset,0.056
96000,35dB_maxComp,minorAxisAngleOffset,0.035
97000,35dB_maxComp,minorAxisAngleOffset,0.014
98000,35dB_maxComp,minorAxisAngleOffset,-0.001
99000,35dB_maxComp,minorAxisAngleOffset,-0.013
100000,35dB_maxComp,minorAxisAngleOffset,-0.017
101000,35dB_maxComp,minorAxisAngleOffset,-0.02
102000,35dB_maxComp,minorAxisAngleOffset,-0.026
103000,35dB_maxComp,minorAxisAngleOffset,-0.035
104000,35dB_maxComp,minorAxisAngleOffset,-0.045
105000,35dB_maxComp,minorAxisAngleOffset,-0.055
106000,35dB_maxComp,minorAxisAngleOffset,-0.069
107000,35dB_maxComp,minorAxisAngleOffset,-0.074
108000,35dB_maxComp,minorAxisAngleOffset,-0.064
